stage,kind,query,reason,url_or_doi,date
07预算,paper,"""reference class forecasting"" project budget contingency",pdf_download_failed_or_paywall,https://www.tandfonline.com/doi/pdf/10.1080/00207543.2024.2359044?download=true,2026-08-16
07预算,paper,"""reference class forecasting"" project budget contingency",pdf_download_failed_or_paywall,https://doi.org/10.1016/j.cstp.2024.101344,2026-08-16
07预算,paper,project cost contingency reserve risk,pdf_download_failed_or_paywall,https://www.mdpi.com/2076-3417/15/17/9371/pdf?version=1756214498,2026-08-16
07预算,paper,"""planning fallacy"" project cost overrun",pdf_download_failed_or_paywall,https://doi.org/10.1016/j.ijproman.2025.102787,2026-08-16
07预算,paper,"""planning fallacy"" project cost overrun",pdf_download_failed_or_paywall,https://doi.org/10.1016/j.ijproman.2025.102713,2026-08-16
07预算,paper,COCOMO software cost estimation,pdf_download_failed_or_paywall,https://www.igi-global.com/ViewTitle.aspx?TitleId=364841&isxn=9798369323182,2026-08-16
07预算,paper,COCOMO software cost estimation,pdf_download_failed_or_paywall,https://www.mdpi.com/2227-7390/12/7/1058/pdf?version=1711965063,2026-08-16
07预算,paper,COCOMO software cost estimation,pdf_download_failed_or_paywall,https://www.mdpi.com/2076-0817/13/12/1111/pdf?version=1734345413,2026-08-16
07预算,paper,"""reference class forecasting"" project budget contingency",pdf_download_failed_or_paywall,https://openrepository.aut.ac.nz/bitstreams/ccd07836-05e2-46c2-a3d1-5ce3204dd74d/download,2026-08-16
07预算,paper,project cost contingency reserve risk,pdf_download_failed_or_paywall,https://www.mdpi.com/2075-5309/15/20/3739/pdf?version=1760703668,2026-08-16
07预算,paper,project cost contingency reserve risk,pdf_download_failed_or_paywall,https://doi.org/10.1080/23311975.2025.2460613,2026-08-16
